text,category
Tsallis entropy and a maximum entropy principle allows to reproduce experimental data of DNA double strand breaking by electron and neutron radiation. Analytic results for the probability of finding a DNA segment of length l are obtained reproducing quite well the fragment distribution function experimentally obtained.,biology
"Can we quantify the change of complexity throughout evolutionary processes? We attempt to address this question through an empirical approach. In very general terms, we simulate two simple organisms on a computer that compete over limited available resources. We implement Global Rules that determine the interaction between two Elementary Cellular Automata on the same grid. Global Rules change the complexity of the state evolution output which suggests that some complexity is intrinsic to the int",ecology
"The notion of building blocks can be related to the structure of the offspring probability distribution: loci of which variability is strongly correlated constitute a building block. We call this correlated exploration. With this background we analyze the structure of the offspring probability distribution, or exploration distribution, for a GA with mutation only, a crossover GA, and an Estimation-Of-Distribution Algorithm (EDA). The results allow a precise characterization of the structure of t",biology
"How smart can a micron-sized bag of chemicals be? How can an artificial or real cell make inferences about its environment? From which kinds of probability distributions can chemical reaction networks sample? We begin tackling these questions by showing four ways in which a stochastic chemical reaction network can implement a Boltzmann machine, a stochastic neural network model that can generate a wide range of probability distributions and compute conditional probabilities. The resulting models",microbiology
"This article serves as an introduction to the study of networks of social systems. First, we introduce the reader to key mathematical tools to study social networks, including mathematical representations of networks and essential terminology. We describe several network properties of interest and techniques for measuring these properties. We also discuss some popular generative models of networks and see how the study of these models provides insight into the mechanisms for the emergence of str",social science
"We completely determine the moduli space M_{N,k} of k-vortices in U(N) gauge theory with N Higgs fields in the fundamental representation. Its open subset for separated vortices is found as the symmetric product (C x CP^{N-1})^k / S_k. Orbifold singularities of this space correspond to coincident vortices and are resolved resulting in a smooth moduli manifold. Relation to Kahler quotient construction is discussed.",astronomy
"We propose a scenario in which the cosmological domain wall and monopole problems are solved without any fine tuning of the initial conditions or parameters in the Lagrangian of an underlying filed theory. In this scenario domain walls sweep out (unwind) the monopoles from the early universe, then the fast primordial black holes perforate the domain walls, change their topology and destroy them. We find further that the (old vacuum) energy density released from the domain walls could alleviate b",astronomy
"Bruce Dorminey (born March 8, 1959) is an   American  science journalist and author who primarily covers aerospace, astronomy and astrophysics. He is a regular contributor to Astronomy magazine.",astronomy
"We are interested in modeling the Darwinian evolution resulting from the interplay of phenotypic variation and natural selection through ecological interactions, in the specific scales of the biological framework of adaptive dynamics. Adaptive dynamics so far has been put on a rigorous footing only for direct competition models (Lotka-Volterra models) involving a competition kernel which describes the competition pressure from one individual to another one. We extend this to a multi-resources ch",ecology
"Geʽez ( or ; ግዕዝ Gəʽ(ə)z IPA: [ˈɡɨʕ(ɨ)z] , and sometimes referred to in scholarly literature as Classical Ethiopic) is an ancient South Semitic language. The language originates from what is now Ethiopia and Eritrea.",literature
"Nuclear technology is technology that involves the nuclear reactions of atomic nuclei. Among the notable nuclear technologies are nuclear reactors, nuclear medicine and nuclear weapons.",new technology
"Egypt, one of the world’s oldest civilizations, was unified around 3150 BC by King Narmer. It later came under Persian, Greek, Roman, and Islamic rule before joining the Ottoman Empire in 1517.",history
16S ribosomal RNA (or 16S rRNA) is the RNA component of the 30S subunit of a prokaryotic ribosome (SSU rRNA). It binds to the Shine-Dalgarno sequence and provides most of the SSU structure.,microbiology
"We study the three-dimensional static configurations of nonhomogeneous Kirchhoff filaments with periodically varying Young's modulus. This type of variation may occur in long tandemly repeated sequences of DNA. We analyse the effects of the Young's modulus frequence and amplitude of oscillation in the stroboscopic maps, and in the regular (non chaotic) spatial configurations of the filaments. Our analysis shows that the tridimensional conformations of long filaments may depend critically on the ",biology
"In this paper we study a type of model for closed inflationary universe models using the Jordan-Brans-Dicke theory. Herein we determine and characterize the existence of $Ω>$1, together with the period of inflation. We have found that our model, which takes into account a Jordan-Brans-Dicke type of theory, is less restrictive than the one used in Einstein's theory of general relativity. Our results are compared to those found in Einstein's theory of Relativity.",astronomy
"A faculty is a division within a university or college comprising one subject area or a group of related subject areas, possibly also delimited by level (e.g. undergraduate).",social science
"We consider a lattice model of a semiflexible homopolymer chain in a bad solvent. Beside the temperature $T$, this model is described by (i) a curvature energy $\varepsilon_h$, representing the stiffness of the chain (ii) a nearest-neighbour attractive energy $\varepsilon_v$, representing the solvent (iii) the monomer density $ρ={N \over Ω}$, where $N$ and $Ω$ denote respectively the number of monomers and the number of lattice sites. This model is a simplified view of the protein folding proble",biology
"Sutton Ecology Centre Grounds is a 1.3 hectare Local Nature Reserve and Site of Borough Importance for Nature Conservation, Grade 1, in Carshalton in the London Borough of Sutton. It is owned by Sutton Council and managed by the Council together with the Friends of Sutton Ecology Centre.",ecology
"The dynamics of short-lived mRNA results in bursts of protein production in gene regulatory networks. We investigate the propagation of bursting noise between different levels of mathematical modelling, and demonstrate that conventional approaches based on diffusion approximations can fail to capture bursting noise. An alternative coarse-grained model, the so-called piecewise deterministic Markov process (PDMP), is seen to outperform the diffusion approximation in biologically relevant parameter",microbiology
The respective roles of local and nonlocal interactions in the thermodynamic cooperativity of proteins are investigated using continuum (off-lattice) native-centric Gō-like models with a coarse-grained C$_α$ chain representation. We study a series of models in which the (local) bond- and torsion-angle terms have different strengths relative to the (nonlocal) pairwise contact energy terms. Conformational distributions in these models are sampled by Langevin dynamics. Thermodynamic cooperativity i,biology
"Literature Wales, formerly named the Academi, is the Welsh national literature promotion agency and society of writers, existing to promote Welsh-language and English-language literature in Wales. It offers bursaries for writing projects, runs literary events and lectures, and provides financial assistance for creative mentoring and other literary-based ventures.",literature
"Didier Raoult (French pronunciation: [didje ʁa.ul(t)]; born 13 March 1952) is a retired French physician and microbiologist specialising in infectious diseases. He taught about infectious diseases at the Faculty of Medicine of Aix-Marseille University (AMU), and in 1984, created the Rickettsia Unit of the university.",microbiology
"Recent experiments revealed that the dielectric dispersion spectrum of fission yeast cells in a suspension was mainly composed of two sub-dispersions. The low-frequency sub-dispersion depended on the cell length, whereas the high-frequency one was independent of it. The cell shape effect was qualitatively simulated by an ellipsoidal cell model. However, the comparison between theory and experiment was far from being satisfactory. In an attempt to close up the gap between theory and experiment, w",biology
"Open science is the movement to make scientific research (including publications, data, physical samples, and software) and its dissemination accessible to all levels of society, amateur or professional. Open science is transparent and accessible knowledge that is shared and developed through collaborative networks.",social science
"For a 4-dimensional spatially-flat Friedmann-Robertson-Walker universe with a scalar field $φ(x)$, potential $V(φ)$ and constant equation of state $w=p/ρ$, we show that an expanding solution characterized by $ε=3(1+w)/2$ produces the same scalar perturbations as a contracting solution with $\hatε=1/ε$. The same symmetry applies to both the dominant and subdominant scalar perturbation modes. This result admits a simple physical interpretation and generalizes to $d$ spacetime dimensions if we defi",astronomy
"New upper bounds on direct detection rates have recently been presented by a number of experimental collaborations working on searches for WIMPs. In this paper we analyze how the constraints on relic neutralinos which can be derived from these results is affected by the uncertainties in the distribution function of WIMPs in the halo. Various different categories of velocity distribution functions are considered, and the ensuing implications for supersymmetric configurations derived. We conservat",astronomy
"Tropical ecology is the study of the relationships between the biotic and abiotic components of the tropics, or the area of the Earth that lies between the Tropic of Cancer and the Tropic of Capricorn (23.4378° N and 23.4378° S, respectively). The tropical climate experiences hot, humid weather and rainfall year-round.",ecology
"We have shortly reviewed the occurrence of the post-synaptic potentials between neurons, the relation between EEG and neuron dynamics, as well as methods of signal analysis. We supposed a simple stochastic model representing electrical activity of neuronal systems. The model is constructed using the Monte Carlo simulation technique. The results yielded EEG-like signals with their phase portraits in three-dimensional space. The Lyapunov exponent was positive, indicating a chaotic behavior. The co",biology
The first written records for the history of France appeared in the Iron Age.  What is now France made up the bulk of the region known to the Romans as Gaul.,history
"We study the simple evolutionary process in which we repeatedly find the least fit agent in a population of agents and give it a new fitness which is chosen independently at random from a specified distribution. We show that many of the average properties of this process can be calculated exactly using analytic methods. In particular we find the distribution of fitnesses at arbitrary time, and the distribution of the lengths of runs of hits on the same agent, the latter being found to follow a p",biology
"Balfour Watson Currie,  (November 1, 1902 –  January 8, 1981) was a Canadian scientist specializing in the fields of meteorology and climatology.   == Early life == Born in Montana, he came to Saskatchewan at an early age.",climatology
"In evolutionary biology, contingency describes how the outcome of evolution may be affected by the history of a particular lineage.   == Overview == Evolution is a historical process, and the outcomes of history can be sensitive to the details of the interactions and events that preceded them.",biology
"In biology, a tribe is a taxonomic rank above genus, but below family and subfamily. It is sometimes subdivided into subtribes.",biology
"The Berkeley Physics Course is a series of college-level physics textbooks written mostly (but not exclusively) by UC Berkeley professors.   == Description == The series consists of the following five volumes, each of which was originally used in a one-semester course at Berkeley:  Mechanics, by Charles Kittel, Walter D. Knight, and Malvin Ruderman.",physics
"Geology (from Ancient Greek  γῆ (gê) 'earth' and  λoγία (-logía) 'study of, discourse') is a branch of natural science concerned with the Earth and other astronomical objects, the rocks of which they are composed, and the processes by which they change over time. Modern geology significantly overlaps all other Earth sciences, including hydrology.",biology
"Sir Ahmed Salman Rushdie ( sul-MAHN RUUSH-dee; born 19 June 1947) is an Indian-born British and American novelist. His work often combines magic realism with historical fiction and primarily deals with connections, disruptions, and migrations between Eastern and Western civilizations, typically set on the Indian subcontinent.",literature
"Motivation: Discovering functional modules in protein-protein interaction (PPI) networks by optimization methods remains a longstanding challenge in biology. Traditional algorithms simply consider strong protein complexes that can be found in the original network by optimizing some metrics, which causes obstacles for the discovery of weak and hidden complexes shielded by stronger complexes. Also, protein complexes are not only in different density but also in a large range of scale, making it ex",microbiology
Random input patterns induce a partition of the coupling space of feed-forward neural networks into different cells according to the generated output sequence. For the perceptron this partition forms a random multifractal for which the spectrum $f(α)$ can be calculated analytically using the replica trick. Phase transition in the multifractal spectrum correspond to the crossover from percolating to non-percolating cell sizes. Instabilities of negative moments are related to the VC-dimension.,biology
A chief technology officer (CTO) (also known as a chief technical officer or chief technologist) is an officer tasked with managing technical operations of an organization. They oversee and supervise research and development and serve as a technical advisor to a higher executive such as a chief executive officer.,new technology
"When studying literature, biography and its relationship to literature is often a subject of literary criticism, and is treated in several different forms. Two scholarly approaches use biography or biographical approaches to the past as a tool for interpreting literature: literary biography and biographical criticism.",literature
"This document supports a proposed APS statement that encourages academic, research, and other institutions to add the participation in informal science education activities to the criteria they use for hiring and career advancement decisions. There is a prevalent attitude that the time spent by a researcher on these activities takes time away from research efforts that are more valued by their peers and their institution. To change this mindset, we enumerate the many benefits of informal science",social science
"Disease ecology is a sub-discipline of ecology concerned with the mechanisms, patterns, and effects of host-pathogen interactions, particularly those of infectious diseases. For example, it examines how parasites spread through and influence wildlife populations and communities.",ecology
"The HELM algorithm was used in this project to solve the optimal power flow problem introduced by a radial PandaPower network formulated from the data given by AEMO on the NEM network. Large losses were observed in the transmission infrastructure surrounding base-load power plants. These losses were not observed in areas that had a higher percentage of renewable power generation. Furthermore, the voltage levels present at the Hydro and Wind farms across Tasmania and South Australia were found to",social science
"Weight thresholding is a simple technique that aims at reducing the number of edges in weighted networks that are otherwise too dense for the application of standard graph theoretical methods. We show that the group structure of real weighted networks is very robust under weight thresholding, as it is maintained even when most of the edges are removed. This appears to be related to the correlation between topology and weight that characterizes real networks. On the other hand, the behavior of ot",social science
"Active (catalysed) and passive (intrinsic) nucleosome repositioning is known to be a crucial event during the transcriptional activation of certain eucaryotic genes. Here we consider theoretically the intrinsic mechanism and study in detail the energetics and dynamics of DNA-loop-mediated nucleosome repositioning, as previously proposed by Schiessel et al. (H. Schiessel, J. Widom, R. F. Bruinsma, and W. M. Gelbart. 2001. {\it Phys. Rev. Lett.} 86:4414-4417). The surprising outcome of the present",biology
"All possible removals of $n=5$ nodes from networks of size $N=100$ are performed in order to find the optimal set of nodes which fragments the original network into the smallest largest connected component. The resulting attacks are ordered according to the size of the largest connected component and compared with the state of the art methods of network attacks. We chose attacks of size $5$ on relative small networks of size $100$ because the number of all possible attacks, ${100}\choose{5}$ $\a",social science
The Trust for Urban Ecology (TRUE) is a London-based ecological organisation and is part of The Conservation Volunteers (formerly BTCV) since April 2012. The Trust for Urban Ecology was founded in 1976 when ecologist Max Nicholson and a group of like-minded conservationists set up Britain's first urban ecology park.,ecology
"In this paper we find a solution for a quasi-isotropic inflationary Universe which allows to introduce in the problem a certain degree of inhomogeneity. We consider a model which generalize the (flat) FRW one by introducing a first order inhomogeneous term, whose dynamics is induced by an effective cosmological constant. The 3-metric tensor is constituted by a dominant term, corresponding to an isotropic-like component, while the amplitude of the first order one is controlled by a ``small'' func",astronomy
"Business as usual (BAU), the normal execution of standard functional operations within an organisation, forms a possible contrast to projects or programmes which might introduce change. BAU may also stand in contradistinction to external events which may have the effect of unsettling or distracting those inside an organisation.",climatology
"Food history is an interdisciplinary field that examines the history and the cultural, economic, environmental, and sociological impacts of food and human nutrition. It is considered distinct from the more traditional field of culinary history, which focuses on the origin and recreation of specific recipes.",history
"Problem of cosmological singularity is discussed in the framework of gauge theories of gravitation. Generalizing cosmological Friedmann equations (GCFE) for homogeneous isotropic models including scalar fields and usual gravitating matter are introduced. It is shown that by certain restrictions on equation of state of gravitating matter and indefinite parameter of GCFE generic feature of inflationary cosmological models of flat, open and closed type is their regular bouncing character.",astronomy
"In archaeological excavation, a feature is a collection of one or more contexts representing some human non-portable activity, such as a hearth or wall. Features serve as an indication that the area in which they are found has been interfered with in the past, usually by humans.",archaeology
"The classical game of rock-paper-scissors have inspired experiments and spatial model systems that address robustness of biological diversity. In particular the game nicely illustrates that cyclic interactions allow multiple strategies to coexist for long time intervals. When formulated in terms of a one-dimensional cellular automata, the spatial distribution of strategies exhibits coarsening with algebraically growing domain size over time, while the two-dimensional version allows domains to br",ecology
"In this essay, we investigate some relations between Chemical Reaction Networks (CRN) and Mathematical Epidemiology (ME) and report on several pleasant surprises which we had simply by putting these two topics together.   Firstly, we propose a definition of ME models as a subset of CRN models.   Secondly, we review a fundamental stability result for boundary points, known in ME as the NGM method since it replaces the investigation of the Jacobian by that of a matrix whose origins lie in probabil",microbiology
"We investigate the sequence-dependent properties of proteins that determine the dual requirements of stability of the native state and its kinetic accessibility using simple cubic lattice models. Three interaction schemes are used to describe the potentials between residues. We show that, under the simulation conditions when the native basin of attraction (NBA) is stable, there is an excellent correlation between folding times (τ_{F}) and the dimensionless parameter (σ_{T} = (T_θ - T_{F})/T_θ), ",biology
"In this work, water distribution systems are regarded as large sparse planar graphs with complex network characteristics and the relationship between important topological features of the network (i.e. structural robustness and loop redundancy) and system resilience, viewed as the antonym to structural vulnerability, are assessed. Deterministic techniques from complex networks and spectral graph theory are utilized to quantify well-connectedness and estimate loop redundancy in the studied benchm",social science
"The Chartered Institute of Ecology and Environmental Management (CIEEM,  SY-eem) is the professional body which represents and supports ecologists and environmental managers, mainly in the United Kingdom but increasingly in Ireland and mainland Europe, and the rest of the world. CIEEM's vision is of a healthy natural environment for the benefit of current and future generations.",ecology
"In physics and materials science, elasticity is the ability of a body to resist a distorting influence and to return to its original size and shape when that influence or force is removed. Solid objects will deform when adequate loads are applied to them; if the material is elastic, the object will return to its initial shape and size after removal.",physics
"NX technology, commonly known as NX or NoMachine, is a remote access and remote control computer software allowing remote desktop access and maintenance of computers. It is developed by the Luxembourg-based company NoMachine S.à r.l.",new technology
"Science education is the teaching and learning of science to school children, college students, or adults within the general public. The field of science education includes work in science content, science process (the scientific method), some social science, and some teaching pedagogy.",social science
"The following is a partial list of social science journals, including history and area studies. There are thousands of academic journals covering the social sciences in publication, and many more have been published at various points in the past.",social science
Tropical cyclone rainfall forecasting involves using scientific models and other tools to predict the precipitation expected in tropical cyclones such as hurricanes and typhoons.  Knowledge of tropical cyclone rainfall climatology is helpful in the determination of a tropical cyclone rainfall forecast.,climatology
"In this talk I will discuss the role of finite temperature quantum corrections in string cosmology and show that they can lead to a stabilization mechanism for the volume moduli. I will show that from the higher dimensional perspective this results from the effect of states of enhanced symmetry on the one-loop free energy. These states lead not only to stabilization, but also suggest an alternative model for cold dark matter. At late times, when the low energy effective field theory gives the ap",astronomy
"Perturbations in a Chaplygin gas, characterized by an equation of state $p = -A/ρ$, may acquire non-adiabatic contributions if spatial variations of the parameter $A$ are admitted. This feature is shown to be related to a specific internal structure of the Chaplygin gas. We investigate how perturbations of this type modify the adiabatic sound speed and influence the time dependence of the gravitational potential which gives rise to the Integrated Sachs-Wolfe effect in the anisotropy spectrum of ",astronomy
"The fact that nuclei have diffuse surfaces (rather than being simple spheres) has dramatic consequences on the interpretation of RHIC heavy-ion data.  The effect is quite small (but not negligible) for central collisions, but gets increasingly important with decreasing centrality.  One may actually divide the collision zone into a central part (""core""), with expected high energy densities, and a peripheral part (""corona""), with smaller energy densities, more like in pp or pA collisions.  We will",astronomy
Global Ecology and Biogeography is a bimonthly peer-reviewed scientific journal that was established in 1991. It covers research in the field of macroecology.,ecology
IRrelevant Astronomy is a web series produced by NASA's Spitzer Space Telescope. Each episode explains a general science concept or reveals science news relevant to Spitzer.,astronomy
"Since the very first days of announcing Covid 19 as a global pandemic, researchers around the world from different backgrounds and organizations including national governments and the World Health Organization (WHO) have extensively begun using Modeling and Simulation (M&S) techniques in deciding on the optimal strategies in order to mitigate the public health and economical effects of Covid-19. In this paper, we present our results from applying M&S on the city of Casablanca, Morocco to compreh",ecology
"We study the collective phenomena and constraints associated with the aggregation of individual cooling units from a statistical mechanics perspective. These units are modelled as Thermostatically Controlled Loads (TCLs) and represent zones in a large commercial or residential building. Their energy input is centralized and controlled by a collective unit -- the Air Handling Unit (AHU) -- delivering cool air to all TCLs, thereby coupling them together. Aiming to identify representative qualitati",social science
"We study a mathematical model of a blood circulation network which is a generalization of the coronary model proposed by Smith, Pullan and Hunter. We prove the existence and uniqueness of the solution to the initial-boundary value problem and discuss the continuity of dependence of the solution and its derivatives on initial, boundary and forcing functions and their derivatives.",biology
"We study the problem of computing outer bounds for the region of steady states of biochemical reaction networks modelled by ordinary differential equations, with respect to parameters that are allowed to vary within a predefined region. Using a relaxed version of the corresponding feasibility problem and its Lagrangian dual, we show how to compute certificates for regions in state space not containing any steady states. Based on these results, we develop an algorithm to compute outer bounds for ",microbiology
"In meteorology, prevailing wind in a region of the Earth's surface is a surface wind that blows predominantly from a particular direction. The dominant winds are the trends in direction of wind with the highest speed over a particular point on the Earth's surface at any given time.",climatology
"Spiroplasma is a genus of Mollicutes, a group of small bacteria without cell walls. Spiroplasma shares the simple metabolism, parasitic lifestyle, fried-egg colony morphology and small genome of other Mollicutes, but has a distinctive helical morphology, unlike Mycoplasma.",microbiology
"In this paper, we numerically investigate the robustness of cooperation clusters in prisoner's dilemma played on scale-free networks, where the network topologies change by continuous removal and addition of nodes. Each removal and addition can be either random or intentional. We therefore have four different strategies in changing network topology: random removal and random addition (RR), random removal and preferential addition (RP), targeted removal and random addition (TR), and targeted remo",ecology
"PLX Technology was a manufacturer of integrated circuits focused on PCI Express and Ethernet technologies. On August 12, 2014, Broadcom Inc.",new technology
"In theoretical physics, compactification means changing a theory with respect to one of its space-time dimensions. Instead of having a theory with this dimension being infinite, one changes the theory so that this dimension has a finite length, and may also be periodic.",physics
"Lysenkoism (Russian: лысенковщина, romanized: lysenkovshchina [lɨˈsʲenkəfɕːɪnə]; Ukrainian: лисенківщина, romanized: lysenkivščyna [lɪˈsɛnkiu̯ʃtʃɪnɐ]) was a political campaign led by the Soviet biologist Trofim Lysenko against genetics and science-based agriculture in the mid-20th century, rejecting natural selection in favour of a form of Lamarckism, as well as expanding upon the techniques of vernalization and grafting. More than 3,000 mainstream biologists were dismissed or imprisoned, and numerous scientists were executed in the Soviet campaign to suppress scientific opponents.",biology
"Data technology (may be shortened to DataTech or DT) is the technology connected to areas such as martech or adtech. Data technology sector includes solutions for data management, and products or services that are based on data generated by both human and machines.",new technology
"Social networks have a scale-free property and community structure, and many problems in life have the characteristic of public goods, such as resource shortage. Due to different preferences of individuals, there exist individuals who adopt heterogeneous strategies updating rules in the network. We investigate the evolution of cooperation in the scale-free community network with public goods games and the influence of multiple strategy updating rules. Here, two types of strategy updating rules a",social science
"Ordinary differential equation (ODE) models are widely used to describe chemical or biological processes. This article considers the estimation and assessment of such models on the basis of time-course data. Due to experimental limitations, time-course data are often noisy and some components of the system may not be observed. Furthermore, the computational demands of numerical integration have hindered the widespread adoption of time-course analysis using ODEs. To address these challenges, we e",microbiology
"In social sciences, sequence analysis (SA) is concerned with the analysis of sets of categorical sequences that typically describe longitudinal data. Analyzed sequences are encoded representations of, for example, individual life trajectories such as family formation, school to work transitions, working careers, but they may also describe daily or weekly time use or represent the evolution of observed or self-reported health, of political behaviors, or the development stages of organizations.",social science
"The aegis ( EE-jis; Ancient Greek: αἰγίς aigís), as stated in the Iliad, is a device carried by Athena and Zeus, variously interpreted as an animal skin or a shield and sometimes featuring the head of a Gorgon. There may be a connection with a deity named Aex, a daughter of Helios and a nurse of Zeus or alternatively a mistress of Zeus (Hyginus, Astronomica 2.",astronomy
"We study how the temporal behaviours of p53 and MDM2 are affected by stress inducing bioactive molecules NO (Nitric Oxide) in the p53-MDM2-NO regulatory network. We also study synchronization among a group of identical stress systems arranged in a three dimensional array with nearest neighbour diffusive coupling. The role of NO and effect of noise are investigated. In the single system study, we have found three distinct types of temporal behaviour of p53, namely, oscillation death, damped oscil",microbiology
"Agricultural technology or agrotechnology (abbreviated agtech, agritech, AgriTech, or agrotech)  is the use of technology in agriculture, horticulture, and aquaculture with the aim of improving yield, efficiency, and profitability. Agricultural technology can be products, services or applications derived from agriculture that improve various input and output processes.",new technology
Social computing is an area of computer science that is concerned with the intersection of social behavior and computational systems. It is based on creating or recreating social conventions and social contexts through the use of software and technology.,social science
Evolutionary Biology is a college-level evolutionary biology textbook written by Eli C. Minkoff that is 627 pages long. It was published in 1983 by Addison-Wesley.,biology
"The history of Sumer spans through the 5th to 3rd millennia BCE in southern Mesopotamia, and is taken to include the prehistoric Ubaid and Uruk periods. Sumer was the region's earliest known civilization and ended with the downfall of the Third Dynasty of Ur around 2004 BCE. It was followed by a transitional period of Amorite states before the rise of Babylonia in the 18th century BCE. The oldest known settlement in southern Mesopotamia is Tell el-'Oueili.",history
"Dynamical properties of the transcriptional regulatory network of {\it Escherichia coli} and {\it Saccharomyces cerevisiae} are studied within the framework of random Boolean functions. The dynamical response of these networks to a single point mutation is characterized by the number of mutated elements as a function of time and the distribution of the relaxation time to a new stationary state, which turn out to be different in both networks. Comparison with the behavior of randomized networks r",microbiology
"During the Noachian, Mars' crust may have provided a favorable environment for microbial life. The porous brine-saturated regolith would have created a physical space sheltered from UV and cosmic radiations and provided a solvent, while the below-ground temperature and diffusion of a dense reduced atmosphere may have supported simple microbial organisms that consume H2 and CO2 as energy and carbon sources and produce methane as a waste. On Earth, hydrogenotrophic methanogenesis was among the ear",ecology
"A light-year, alternatively spelled light year (ly or lyr), is a unit of length used to express astronomical distances and is equal to exactly 9460730472580.8 km, which is approximately 9.46 trillion km or 5.88 trillion mi. As defined by the International Astronomical Union (IAU), a light-year is the distance that light travels in vacuum in one Julian year (365.25 days).",astronomy
"Current epidemics in the biological and social domains are challenging the standard assumptions of mathematical contagion models. Chief among them are the complex patterns of transmission caused by heterogeneous group sizes and infection risk varying by orders of magnitude in different settings, like indoor versus outdoor gatherings in the COVID-19 pandemic or different moderation practices in social media communities. However, quantifying these heterogeneous levels of risk is difficult and most",ecology
Candida is a genus of yeasts. It is the most common cause of fungal infections worldwide and the largest genus of medically important yeasts.,microbiology
Household archaeology has a long history of anthropological inquiry. Archaeological investigations of the household serve as a microcosm for the greater social universe.,archaeology
"The study of network structure has uncovered signatures of the organization of complex systems. However, there is also a need to understand how to control them; for example, identifying strategies to revert a diseased cell to a healthy state, or a mature cell to a pluripotent state. Two recent methodologies suggest that the controllability of complex systems can be predicted solely from the graph of interactions between variables, without considering their dynamics: structural controllability an",microbiology
"In astronomy, a luminosity function gives the number of stars or galaxies per luminosity interval. Luminosity functions are used to study the properties of large groups or classes of objects, such as the stars in clusters or the galaxies in the Local Group.",astronomy
A strong typhoon is the lowest category used by the Japan Meteorological Agency (JMA) to classify tropical cyclones that has reached typhoon intensity in the Northwest Pacific basin. The basin is limited to the north of the equator between the 100th meridian east and the 180th meridian.,climatology
"Laos, officially the Lao People's Democratic Republic (LPDR), is the only landlocked country in Southeast Asia. It is bordered by Myanmar and China to the northwest, Vietnam to the east, Cambodia to the southeast, and Thailand to the west and southwest.",climatology
"There is growing recognition that the network structures arising from interactions between different entities in physical, social and biological systems fundamentally alter the evolutionary outcomes. Previous paradigm exploring evolutionary game dynamics has assumed that individuals update their strategies at an identical rate, reporting that structurally heterogeneous networks -- despite their ubiquity in real systems -- generally hinder the emergence of collective cooperation compared to their",social science
"We consider coevolution of site status and link structures from two different initial networks: a one dimensional Ising chain and a scale free network. The dynamics is governed by a preassigned stability parameter $S$, and a rewiring factor $φ$, that determines whether the Ising spin at the chosen site flips or whether the node gets rewired to another node in the system. This dynamics has also been studied with Ising spins distributed randomly among nodes which lie on a network with preferential",social science
"Staphylococcus epidermidis is a Gram-positive bacterium, and one of over 40 species belonging to the genus Staphylococcus. It is part of the normal human microbiota, typically the skin microbiota, and less commonly the mucosal microbiota and also found in marine sponges.",microbiology
"Fermented sausage, or dry sausage, is a type of sausage that is created by salting chopped or ground meat to remove moisture, while allowing beneficial bacteria to break down sugars into flavorful molecules.  Bacteria, including Lactobacillus species and Leuconostoc species, break down these sugars to produce lactic acid, which not only affects the flavor of the sausage, but also lowers the pH from 6.0 to 4.5–5.0, preventing the growth of bacteria that could spoil the sausage.",microbiology
We study limits for the detection and estimation of weak sinusoidal signals in the primary part of the mammalian auditory system using a stochastic Fitzhugh-Nagumo (FHN) model and an action-reaction model for synaptic plasticity. Our overall model covers the chain from a hair cell to a point just after the synaptic connection with a cell in the cochlear nucleus. The information processing performance of the system is evaluated using so called phi-divergences from statistics which quantify a diss,biology
"Cosmogenic neutrinos reach the Earth with energies around 10^9 GeV, and their interactions with matter will be measured in upcoming experiments (Auger, IceCube). Models with extra dimensions and the fundamental scale at the TeV could imply signals in these experiments. In particular, the production of microscopic black holes by cosmogenic neutrinos has been extensively studied in the literature. Here we make a complete analysis of gravity-mediated interactions at larger distances, where they can",astronomy
"In this paper, we calculate properties of the spin polarized asymmetrical nuclear matter and neutron star matter, using the lowest order constrained variational (LOCV) method with the $AV_{18}$, $Reid93$, $UV_{14}$ and $AV_{14}$ potentials. According to our results, the spontaneous phase transition to a ferromagnetic state in the asymmetrical nuclear matter as well as neutron star matter do not occur.",astronomy
"The Sacred City of Caral-Supe, or simply Caral, is an archaeological site in Peru where the remains of the main city of the Caral civilization are found. It is located in the Supe valley of Peru, near the current town of Caral, 182 kilometers north of Lima, 23 km from the coast and 350 metres above sea level.",biology
An association (astronomy) is a combined or co-added group of astronomical exposures from which cosmic rays have been removed. WFPC2 associations constitute one type of association and are tools in the Hubble Space Telescope (HST) archive for using data from the Wide Field and Planetary Camera 2 (WFPC2).,astronomy
"Instruments used especially in microbiology include:   == Instrument list ==  As well as those ""used in microbiological sterilization and disinfection"" (see relevant section).",microbiology
"We investigate the effects of heterogeneous and clustered contact patterns on the timescale and final size of infectious disease epidemics. The abundance of transitive relationships (the number of 3 cliques) in a network and the variance of the degree distribution are shown to have large effects on the number ultimately infected and how quickly the epidemic propagates. The network model is based on a simple generalization of the configuration model, and epidemic dynamics are modeled with a low d",ecology
We perform a large scale analysis of a list of fintech terms in (i) news and blogs in English language and (ii) professional descriptions of companies operating in many countries. The occurrence and co-occurrence of fintech terms and locutions shows a progressive evolution of the list of fintech terms in a compact and coherent set of terms used worldwide to describe fintech business activities. By using methods of complex networks that are specifically designed to deal with heterogeneous systems,social science
"In a developing embryo, information about the position of cells is encoded in the concentrations of ""morphogen"" molecules. In the fruit fly, the local concentrations of just a handful of proteins encoded by the gap genes are sufficient to specify position with a precision comparable to the spacing between cells along the anterior--posterior axis. This matches the precision of downstream events such as the striped patterns of expression in the pair-rule genes, but is not quite sufficient to defin",microbiology
